,MAE,RMSE
NYA,0.014469379901919158,0.01747237511311834
S&P,0.015080013973549421,0.01786984916544318
NASDAQ,0.027536178040454384,0.03178471613558548
RUT,0.02023639213476285,0.02505963153511631
DJI,0.01836657005453908,0.02193887425575486
