,MAE,RMSE
NYA,0.0254506033510298,0.029657992867196285
S&P,0.04409378090752237,0.04871989745195597
NASDAQ,0.06687858321310007,0.07444636131724676
RUT,0.03753448671000712,0.04288535903721825
DJI,0.04510819651476721,0.05229947443293275
