,MAE,RMSE
NYA,0.013283281292876647,0.016160211704390488
S&P,0.016660843012295132,0.019309928124898613
NASDAQ,0.022242747919712782,0.026016144458091583
RUT,0.021279413422541592,0.026086721414158243
DJI,0.016030381552354714,0.019680782454856497
