MAE,Accuracy,F-score
0.49657240591637075,0.5273972602739726,0.527197634580185
0.48160654283447624,0.5136986301369864,0.45747631757994456
0.5646103985267946,0.3972602739726027,0.3668440764833432
0.5196437323848678,0.4726027397260274,0.4442082365155485
0.4556313108346642,0.5547945205479452,0.5413464791455223
0.5060514755641136,0.5068493150684932,0.4851097178683385
0.48394160685831145,0.5342465753424658,0.5189922480620155
0.5454296795208348,0.4726027397260274,0.4320788077797423
0.45118679028771475,0.541095890410959,0.45857087507610556
0.502937982603788,0.4657534246575342,0.42239805234327443
0.43584389127280615,0.5958904109589042,0.4611872146118721
0.4879734949382145,0.5,0.4421939603286753
0.4570357277379403,0.541095890410959,0.501807995925643
0.3949193445940132,0.6712328767123288,0.5867924528301887
0.4045514724638364,0.6027397260273972,0.4750805851723283
0.49578172573181867,0.4931506849315068,0.48532774390243905
0.44185123929422193,0.5753424657534246,0.4388792462186958
0.43808185686803847,0.5753424657534246,0.41750321750321756
0.4723554424022975,0.5684931506849316,0.47723785166240407
0.510388764310373,0.4863013698630137,0.4323777927530973
0.44238530618157745,0.5616438356164384,0.49217391304347824
0.44143183014378723,0.5616438356164384,0.5297906602254427
0.5226905199456705,0.4794520547945205,0.47788443440617356
0.5612571768364657,0.4178082191780822,0.3864636377119691
0.45229051476472043,0.5753424657534246,0.5020902090209021
0.44799963405279264,0.6095890410958904,0.5686071224923539
0.42765486894864335,0.5821917808219178,0.5006447995514438
0.44995901557578616,0.589041095890411,0.5392383757626762
0.4850960184524174,0.4863013698630137,0.4510452699654083
0.4460481639268923,0.5821917808219178,0.5464222052457346
0.4219832518329359,0.6164383561643836,0.3813559322033898
0.4322747608570203,0.6027397260273972,0.41968201754385964
0.5677752787349363,0.410958904109589,0.3945998071359692
0.41301791553627953,0.6164383561643836,0.3813559322033898
0.4617775719284322,0.547945205479452,0.49316221333894383
0.49826370858800273,0.5136986301369864,0.47206518971224853
0.47885293503071036,0.5,0.45719378660555127
0.44499030737333917,0.5753424657534246,0.5080434782608696
0.3707719072217888,0.6575342465753424,0.5821886446886446
0.46956193771481264,0.5405690200210748,0.47324661885797514
0.5677752787349363,0.6712328767123288,0.5867924528301887
0.04622544658188094,0.06399012725623625,0.05603032614189164

model.add(Conv2D(16, (number_of_stocks, 3), activation='relu')) puede que el MaxPool estuviese comentado
